dataset,seed,model,severity,n_test,n_errors,accuracy,confidence_all,confidence_correct,confidence_error,margin_all,margin_correct,margin_error,high_confidence_error_rate,vote_agreement,vote_agreement_error,vote_entropy,vote_entropy_error,disagreement_confidence_correlation
Wine,10,Logistic Regression,1.5,36,11,0.6944444444444444,0.8814356748251754,0.9220070695925513,0.7892279594447756,3.7675442562452712,4.480578696970069,2.1470114364161828,0.36363636363636365,,,,,
Wine,10,Logistic Regression,2.0,36,14,0.6111111111111112,0.9039898922515527,0.9436281099394801,0.8417012644562382,4.5472964369739035,5.251438936140077,3.4407867954270586,0.5,,,,,
Wine,10,Random Forest,0.0,36,0,1.0,0.8408606701940037,0.8408606701940037,,0.711807848324515,0.711807848324515,,,0.8414444444444444,,0.38594170927394633,,-0.9933144432294453
Wine,10,Random Forest,0.25,36,0,1.0,0.8188156084656085,0.8188156084656085,,0.6747942680776013,0.6747942680776013,,,0.8194444444444444,,0.42712467248523533,,-0.9937627528593118
Wine,10,Random Forest,0.5,36,4,0.8888888888888888,0.7598792768959437,0.7775480158730159,0.6185293650793651,0.5623701058201058,0.5936548611111111,0.3120920634920634,0.0,0.7602222222222221,0.613,0.5341075682804927,0.7414216227171121,-0.9894574009173995
Wine,10,Random Forest,1.0,36,4,0.8888888888888888,0.6241383597883599,0.6304160714285715,0.5739166666666666,0.3497568783068783,0.36357232142857143,0.23923333333333324,0.0,0.6197777777777778,0.5539999999999999,0.7268905763222521,0.766981568729679,-0.9875530129813885
Wine,10,Random Forest,1.5,36,12,0.6666666666666666,0.5725471781305115,0.5880947089947091,0.5414521164021164,0.26478368606701935,0.29085,0.21265105820105823,0.0,0.5769999999999998,0.5496666666666666,0.7896485549335145,0.8282172419717035,-0.9830877514586507
Wine,10,Random Forest,2.0,36,13,0.6388888888888888,0.5611195767195769,0.5591492063492063,0.5646056166056166,0.25441781305114636,0.24381739130434782,0.27317240537240545,0.07692307692307693,0.5668888888888889,0.5716923076923078,0.8001336737031789,0.7907272261014687,-0.9793570578391332
Wine,10,Gradient Boosting,0.0,36,1,0.9722222222222222,0.9651593148347182,0.9756281393614467,0.5987504563992201,5.437158635283419,5.581029873898673,0.4016652837495236,0.0,,,,,
Wine,10,Gradient Boosting,0.25,36,2,0.9444444444444444,0.9567003201901796,0.9696096242960598,0.7372421503902126,5.223130157309937,5.460319344266374,1.190913979050514,0.0,,,,,
Wine,10,Gradient Boosting,0.5,36,6,0.8333333333333334,0.9312199103653391,0.9385278675639832,0.8946801243721191,4.444494260956389,4.762335029456579,2.855290418455436,0.8333333333333334,,,,,
Wine,10,Gradient Boosting,1.0,36,9,0.75,0.8846832641928495,0.9036140419526888,0.8278909309133314,3.427910420580405,3.7768811314304402,2.3809982880302956,0.3333333333333333,,,,,
Wine,10,Gradient Boosting,1.5,36,14,0.6111111111111112,0.8591061282096746,0.8862657351964175,0.8164267458019359,2.6082050247523387,2.9811084054015087,2.0222139980179277,0.21428571428571427,,,,,
Wine,10,Gradient Boosting,2.0,36,15,0.5833333333333334,0.8651704581853196,0.879719898165316,0.8448012422133249,3.017213218306578,2.9839637960372785,3.0637624094835965,0.4666666666666667,,,,,
Wine,11,Logistic Regression,0.0,36,1,0.9722222222222222,0.9407490333433225,0.9490351876980992,0.6507336309261369,4.597995709909151,4.709307774546439,0.7020734476040683,0.0,,,,,
Wine,11,Logistic Regression,0.25,36,3,0.9166666666666666,0.9389581476062178,0.9710499191808956,0.5859486602847622,4.653770486410221,5.035299788263086,0.45694816602871297,0.0,,,,,
Wine,11,Logistic Regression,0.5,36,3,0.9166666666666666,0.9220118378225544,0.9440811760100343,0.6792491177602721,4.3948685644644945,4.723290386215879,0.7822285251992658,0.0,,,,,
Wine,11,Logistic Regression,1.0,36,6,0.8333333333333334,0.8907856768857056,0.912178875812236,0.7838196822530535,4.401088346388506,4.910094406858347,1.8560580440392964,0.16666666666666666,,,,,
Wine,11,Logistic Regression,1.5,36,10,0.7222222222222222,0.9221909252023297,0.953996224514333,0.8394971469911203,4.90896336527693,5.690033688558673,2.8781805247443972,0.6,,,,,
Wine,11,Logistic Regression,2.0,36,14,0.6111111111111112,0.8738648853592087,0.9216735706048969,0.7987369514016979,5.6836277415641225,6.948406023059449,3.69611901350004,0.42857142857142855,,,,,
Wine,11,Random Forest,0.0,36,2,0.9444444444444444,0.8273171957671958,0.8424240896358542,0.5704999999999999,0.6813383597883599,0.7116131652661065,0.16666666666666655,0.0,0.8274444444444444,0.544,0.4222120196378566,0.660931786553653,-0.9853045084914719
Wine,11,Random Forest,0.25,36,4,0.8888888888888888,0.8149013227513229,0.8476910714285715,0.5525833333333332,0.6590973544973545,0.7219824404761904,0.15601666666666664,0.0,0.8172222222222223,0.55,0.4370921981113205,0.7292550462797152,-0.9846730501638753
Wine,11,Random Forest,0.5,36,4,0.8888888888888888,0.7629952380952382,0.7733619047619047,0.6800619047619048,0.5793148148148147,0.6006678571428572,0.4084904761904762,0.0,0.7633333333333332,0.6539999999999999,0.5648113752163308,0.6620389871558471,-0.9699110379636623
Wine,11,Random Forest,1.0,36,9,0.75,0.7015293650793651,0.7272165784832452,0.6244677248677247,0.4567428571428571,0.5034811287477955,0.31652804232804227,0.0,0.7087777777777776,0.6257777777777778,0.610313717173935,0.713092269906316,-0.9809066182176214
Wine,11,Random Forest,1.5,36,12,0.6666666666666666,0.607547619047619,0.6159880952380953,0.5906666666666668,0.343515873015873,0.3661948412698413,0.2981579365079365,0.0,0.6045555555555555,0.5853333333333334,0.7941410164291329,0.7881633888044531,-0.9786284896832269
Wine,11,Random Forest,2.0,36,18,0.5,0.5765410052910053,0.6247063492063493,0.5283756613756615,0.2799272486772487,0.3566793650793651,0.2031751322751323,0.0,0.5797777777777777,0.5291111111111112,0.7975784215146291,0.8525391721729636,-0.9811530602578014
Wine,11,Gradient Boosting,0.0,36,1,0.9722222222222222,0.9580880269425374,0.9612542444292286,0.8472704149083446,5.181908713058575,5.28076636229344,1.7218909898382793,0.0,,,,,
Wine,11,Gradient Boosting,0.25,36,3,0.9166666666666666,0.9543093775277638,0.9664000571353681,0.8213119018441158,5.062085303210775,5.352335526962875,1.8693328419376736,0.3333333333333333,,,,,
Wine,11,Gradient Boosting,0.5,36,4,0.8888888888888888,0.9642846340124103,0.9665657861590202,0.9460354168395295,5.072538125237952,5.242183612946049,3.7153742235731793,0.75,,,,,
Wine,11,Gradient Boosting,1.0,36,9,0.75,0.8989230553987474,0.9238448979702183,0.8241575276843349,3.7996216494898514,4.209386930673501,2.570325805938902,0.4444444444444444,,,,,
Wine,11,Gradient Boosting,1.5,36,13,0.6388888888888888,0.8607896243695895,0.8836597696692291,0.820327059608689,3.3514477452929303,3.537499441198754,3.0222793602287816,0.46153846153846156,,,,,
Wine,11,Gradient Boosting,2.0,36,20,0.4444444444444444,0.8485701717925518,0.8988072046520224,0.8083805455049753,2.7669177692686047,3.442254749657471,2.2266481849575124,0.3,,,,,
Wine,12,Logistic Regression,0.0,36,0,1.0,0.9571926859057359,0.9571926859057359,,5.533293540213142,5.533293540213142,,,,,,,
Wine,12,Logistic Regression,0.25,36,1,0.9722222222222222,0.9542953225396281,0.9669664555937999,0.5108056656436152,5.378720930666128,5.528878824519002,0.12319464581551431,0.0,,,,,
Wine,12,Logistic Regression,0.5,36,1,0.9722222222222222,0.9509574778160625,0.9618326840343777,0.5703252601750366,5.448368615390589,5.595729837532349,0.290725840428965,0.0,,,,,
Wine,12,Logistic Regression,1.0,36,2,0.9444444444444444,0.9257137039357429,0.9306664185224678,0.8415175559614183,5.306724072442815,5.520496479595444,1.6725931508481193,0.0,,,,,
Wine,12,Logistic Regression,1.5,36,7,0.8055555555555556,0.9391667512322515,0.9509323886093229,0.8904233963843838,5.7624322484266415,6.342733888376201,3.358325454349896,0.7142857142857143,,,,,
Wine,12,Logistic Regression,2.0,36,9,0.75,0.9157925080516289,0.9552924482949088,0.7972926873217884,5.437458604873567,6.455200692516944,2.3842323419434357,0.4444444444444444,,,,,
Wine,12,Random Forest,0.0,36,0,1.0,0.8757645502645504,0.8757645502645504,,0.773644708994709,0.773644708994709,,,0.8748888888888889,,0.31844322702425015,,-0.9876906175681587
Wine,12,Random Forest,0.25,36,3,0.9166666666666666,0.8506410052910054,0.8752790764790765,0.5796222222222223,0.7314161375661375,0.7800458874458874,0.19648888888888894,0.0,0.8501111111111112,0.5666666666666668,0.38457224679734137,0.7424858365844157,-0.9865285656314142
Wine,12,Random Forest,0.5,36,2,0.9444444444444444,0.814360052910053,0.8270394957983194,0.5988095238095239,0.6728968253968255,0.6960464985994398,0.279352380952381,0.0,0.814888888888889,0.592,0.45775445536637527,0.7976787972304251,-0.9862895874431816
Wine,12,Random Forest,1.0,36,6,0.8333333333333334,0.698750529100529,0.7210733333333332,0.587136507936508,0.46439232804232805,0.5116044444444444,0.22833174603174608,0.0,0.6997777777777777,0.5733333333333334,0.6328303279551677,0.7512168785850329,-0.9816754206928324
Wine,12,Random Forest,1.5,36,10,0.7222222222222222,0.6161965608465609,0.641474358974359,0.5504742857142857,0.34505370370370364,0.3836776556776557,0.2446314285714286,0.0,0.6179999999999999,0.5504,0.742619726539691,0.8281947340086162,-0.9851658541985199
Wine,12,Random Forest,2.0,36,11,0.6944444444444444,0.6087206349206348,0.6369607619047619,0.5445385281385282,0.3360925925925925,0.38344457142857147,0.22847445887445889,0.0,0.6044444444444443,0.5309090909090909,0.7758452333928585,0.8269847494270078,-0.976610744684515
Wine,12,Gradient Boosting,0.0,36,2,0.9444444444444444,0.97656675170821,0.9859996159275048,0.8162080599802022,5.973553146164867,6.222721483765605,1.7376914069523026,0.5,,,,,
Wine,12,Gradient Boosting,0.25,36,3,0.9166666666666666,0.9541785603225217,0.9688221324894299,0.7930992664865298,5.823206962304649,6.089225333646746,2.897004877541599,0.3333333333333333,,,,,
Wine,12,Gradient Boosting,0.5,36,4,0.8888888888888888,0.9391769709489224,0.9633678129170086,0.7456502352042325,5.141130924526036,5.501942880992518,2.2546352727941863,0.5,,,,,
Wine,12,Gradient Boosting,1.0,36,11,0.6944444444444444,0.9035768692212898,0.9493457627194262,0.7995566567255247,4.229432992343799,5.2226738937331705,1.9720673073679558,0.45454545454545453,,,,,
Wine,12,Gradient Boosting,1.5,36,12,0.6666666666666666,0.9058220735307417,0.9294565134344192,0.8585531937233868,4.026611538863416,4.530756737125081,3.0183211423400835,0.5,,,,,
Wine,12,Gradient Boosting,2.0,36,14,0.6111111111111112,0.8655832966189814,0.8926479886142985,0.8230530663406261,3.2842500964763395,3.6455834367763797,2.7164405617191316,0.5,,,,,
Wine,13,Logistic Regression,0.0,36,0,1.0,0.9381802248364315,0.9381802248364315,,4.367472824843099,4.367472824843099,,,,,,,
Wine,13,Logistic Regression,0.25,36,0,1.0,0.9507700998587245,0.9507700998587245,,4.501978435779005,4.501978435779005,,,,,,,
Wine,13,Logistic Regression,0.5,36,3,0.9166666666666666,0.9277684766539475,0.9540580745319533,0.6385828999958838,4.012362201728993,4.314662327661816,0.6870608164679308,0.0,,,,,
Wine,13,Logistic Regression,1.0,36,6,0.8333333333333334,0.9149185687878005,0.9358039015469495,0.8104919049920563,4.678338512412574,5.19825918764016,2.078735136274649,0.5,,,,,
Wine,13,Logistic Regression,1.5,36,12,0.6666666666666666,0.8809914742112194,0.9290988202445082,0.784776782144642,3.611417266246982,4.4855218150884335,1.8632081685640765,0.3333333333333333,,,,,
Wine,13,Logistic Regression,2.0,36,9,0.75,0.9020272454186204,0.9320901576619102,0.8118385086887516,4.9535289259784285,5.596325198473564,3.0251401084930243,0.3333333333333333,,,,,
Wine,13,Random Forest,0.0,36,2,0.9444444444444444,0.8527285714285714,0.8710344537815126,0.5415285714285715,0.7369830687830689,0.77207675070028,0.14039047619047615,0.0,0.8532222222222222,0.544,0.364529753299024,0.7622435123441313,-0.9936414205743429
Wine,13,Random Forest,0.25,36,2,0.9444444444444444,0.8303664021164021,0.8455086834733893,0.5729476190476191,0.6937674603174604,0.7219481792717087,0.2146952380952382,0.0,0.8273333333333333,0.544,0.4079498261465223,0.7883666485012849,-0.9916696392937854
Wine,13,Random Forest,0.5,36,2,0.9444444444444444,0.7480857142857142,0.7648624649859944,0.4628809523809524,0.5512730158730159,0.5785128851540616,0.08819523809523813,0.0,0.7483333333333335,0.446,0.5428852302621049,0.9263875464589018,-0.9884604600669735
Wine,13,Random Forest,1.0,36,8,0.7777777777777778,0.7039423280423281,0.7461374149659866,0.5562595238095238,0.48346878306878316,0.5557044217687076,0.2306440476190476,0.0,0.7036666666666667,0.5535,0.6095618378276795,0.8369700621397509,-0.9896893279893358
Wine,13,Random Forest,1.5,36,17,0.5277777777777778,0.6238539682539682,0.6802355889724311,0.5608392156862746,0.3664624338624338,0.46374385964912285,0.25773613445378146,0.0,0.6255555555555555,0.5672941176470588,0.7626442008443207,0.8367211587218405,-0.9852231763069026
Wine,13,Random Forest,2.0,36,10,0.7222222222222222,0.6514523809523811,0.67105347985348,0.6004895238095238,0.401831746031746,0.43598168498168494,0.3130419047619047,0.0,0.6434444444444445,0.5835999999999999,0.7205484830782438,0.8074009532923657,-0.983854354387316
Wine,13,Gradient Boosting,0.0,36,1,0.9722222222222222,0.9685234076124646,0.9705404571713517,0.8979266730514079,5.527567863918342,5.616224161602419,2.424597444975621,0.0,,,,,
Wine,13,Gradient Boosting,0.25,36,3,0.9166666666666666,0.9532695413988542,0.9779076053231455,0.6822508382316516,5.196053341443094,5.594357861928265,0.814703616106223,0.0,,,,,
Wine,13,Gradient Boosting,0.5,36,2,0.9444444444444444,0.9296084051189875,0.9442513894823367,0.6806776709420486,4.554463140433494,4.759335392812348,1.0716348499929864,0.0,,,,,
Wine,13,Gradient Boosting,1.0,36,9,0.75,0.8918113052042869,0.9267588063877515,0.7869688016538932,3.954034547678543,4.661898812798719,1.8304417523180136,0.2222222222222222,,,,,
Wine,13,Gradient Boosting,1.5,36,17,0.5277777777777778,0.8710449064909483,0.9161494445188696,0.8206339522244479,3.364387692268567,4.190211311675928,2.441408352930927,0.4117647058823529,,,,,
Wine,13,Gradient Boosting,2.0,36,12,0.6666666666666666,0.8999997066771748,0.9185428423318377,0.8629134353678491,3.3880075094042743,3.7017250036062705,2.7605725210002796,0.5,,,,,
Wine,14,Logistic Regression,0.0,36,0,1.0,0.9454916418937904,0.9454916418937904,,4.638011237005811,4.638011237005811,,,,,,,
Wine,14,Logistic Regression,0.25,36,0,1.0,0.932664037959603,0.932664037959603,,4.544621651129562,4.544621651129562,,,,,,,
Wine,14,Logistic Regression,0.5,36,2,0.9444444444444444,0.9371121470064365,0.9509384810558676,0.7020644681661057,4.609109523125428,4.805595806155971,1.2688427116062064,0.0,,,,,
Wine,14,Logistic Regression,1.0,36,6,0.8333333333333334,0.8886913610256515,0.9201945273438733,0.7311755294345424,4.116037086283354,4.578601719117494,1.8032139221126566,0.3333333333333333,,,,,
Wine,14,Logistic Regression,1.5,36,11,0.6944444444444444,0.8774607328359404,0.9394646115106249,0.7365428267571121,4.890567866557002,6.093902495643231,2.1557164368155726,0.36363636363636365,,,,,
Wine,14,Logistic Regression,2.0,36,12,0.6666666666666666,0.938673332734794,0.9631808825021752,0.8896582332000321,6.009799562921022,7.315911359506429,3.397575969750212,0.6666666666666666,,,,,
Wine,14,Random Forest,0.0,36,1,0.9722222222222222,0.8670536155202822,0.8723177324263038,0.6828095238095241,0.7503350088183423,0.7601731519274377,0.4060000000000003,0.0,0.8736666666666666,0.664,0.31010945999747835,0.6500625872581972,-0.9918474458858286
Wine,14,Random Forest,0.25,36,4,0.8888888888888888,0.8546396825396826,0.8921440476190476,0.5546047619047619,0.7275436948853615,0.7971616567460317,0.17060000000000003,0.0,0.8554444444444446,0.534,0.3313212231012883,0.7670110368520962,-0.9929848855411753
Wine,14,Random Forest,0.5,36,4,0.8888888888888888,0.8276910052910053,0.8518544642857142,0.6343833333333333,0.6858842592592593,0.7276436011904762,0.35180952380952385,0.0,0.8303333333333335,0.615,0.41305212950564957,0.729298523117894,-0.9833560321567139
Wine,14,Random Forest,1.0,36,11,0.6944444444444444,0.6842789241622573,0.7341340317460316,0.5709718614718615,0.4522227954144621,0.5337212063492064,0.2669991341991342,0.09090909090909091,0.6975555555555556,0.5858181818181818,0.6264449948155133,0.7824177247775651,-0.9894560055539808
Wine,14,Random Forest,1.5,36,9,0.75,0.659420811287478,0.6923503233392123,0.5606322751322751,0.40661040564373896,0.45847172251616697,0.25102645502645504,0.0,0.6715555555555556,0.5728888888888889,0.6765682356460033,0.828003096974747,-0.9821224994037732
Wine,14,Random Forest,2.0,36,16,0.5555555555555556,0.6114415343915343,0.6593840476190476,0.5515133928571428,0.33004246031746026,0.4110607142857143,0.22876964285714285,0.0625,0.617,0.55725,0.7436442080416232,0.8088838450841541,-0.9730737111089958
Wine,14,Gradient Boosting,0.0,36,3,0.9166666666666666,0.9635322887200312,0.9898390567753478,0.6741578401115459,5.957876103149528,6.341412622594823,1.7389743892512863,0.3333333333333333,,,,,
Wine,14,Gradient Boosting,0.25,36,3,0.9166666666666666,0.9413971523255253,0.9572775635062669,0.766712629337365,5.485306907551197,5.774814635895177,2.3007218957674214,0.6666666666666666,,,,,
Wine,14,Gradient Boosting,0.5,36,4,0.8888888888888888,0.9736373602339755,0.9814007345867246,0.9115303654119814,5.477093323072291,5.6519492416847585,4.07824597417255,0.5,,,,,
Wine,14,Gradient Boosting,1.0,36,13,0.6388888888888888,0.9175437163045514,0.9586141241490979,0.8448806870411235,3.9749655805663378,4.67079418838646,2.7438841974999653,0.38461538461538464,,,,,
Wine,14,Gradient Boosting,1.5,36,12,0.6666666666666666,0.9177639967230965,0.9464200208286137,0.8604519485120621,4.26658381207211,4.901505588918031,2.9967402583802674,0.5,,,,,
Wine,14,Gradient Boosting,2.0,36,17,0.5277777777777778,0.7949217815701559,0.8711083300134056,0.7097721097806418,2.724022782697821,3.674522263386341,1.6616998336930042,0.17647058823529413,,,,,
Wine,15,Logistic Regression,0.0,36,0,1.0,0.9513359850615694,0.9513359850615694,,4.847432024094875,4.847432024094875,,,,,,,
Wine,15,Logistic Regression,0.25,36,1,0.9722222222222222,0.9520826382273628,0.9612999431059652,0.629476967476278,5.173083760840212,5.303910124275075,0.5941610406200333,0.0,,,,,
Wine,15,Logistic Regression,0.5,36,2,0.9444444444444444,0.9017504662856344,0.921002259461563,0.5744699822948449,4.110978527651892,4.3257044804173725,0.46063733063873114,0.0,,,,,
Wine,15,Logistic Regression,1.0,36,5,0.8611111111111112,0.9117653395018994,0.9397898647863091,0.7380132827385603,5.031033927308884,5.595104864881338,1.5337941143596683,0.4,,,,,
Wine,15,Logistic Regression,1.5,36,5,0.8611111111111112,0.9224847071499038,0.9326873145479959,0.8592285412817319,5.399603256037544,5.7918063100992345,2.967944320855071,0.6,,,,,
Wine,15,Logistic Regression,2.0,36,8,0.7777777777777778,0.9591351318888288,0.9697211220304968,0.9220841663929911,6.182443182145057,6.86724528055378,3.785635837714535,0.75,,,,,
Wine,15,Random Forest,0.0,36,1,0.9722222222222222,0.8598164021164023,0.8670625850340136,0.6062000000000001,0.7418497354497355,0.7565825850340137,0.22620000000000007,0.0,0.8616666666666666,0.568,0.3567894804533641,0.6723977714741506,-0.9820759202193015
Wine,15,Random Forest,0.25,36,1,0.9722222222222222,0.8524277777777777,0.8576723809523809,0.6688666666666666,0.7279038359788361,0.7386801360544217,0.35073333333333334,0.0,0.8555555555555556,0.644,0.35508526752335423,0.6404058071205253,-0.9870670013027038
Wine,15,Random Forest,0.5,36,5,0.8611111111111112,0.7591407407407408,0.7797322580645162,0.6314733333333333,0.5599728835978836,0.6032007680491552,0.29196,0.0,0.7636666666666668,0.6304000000000001,0.5203782825904882,0.6408341539950408,-0.9893251686190725
Wine,15,Random Forest,1.0,36,8,0.7777777777777778,0.6971630952380953,0.7139102040816329,0.6385482142857143,0.4648784391534391,0.49879608843537415,0.3461666666666666,0.0,0.6937777777777777,0.6279999999999999,0.6520192730637683,0.7404995741954827,-0.9793026134081515
Wine,15,Random Forest,1.5,36,10,0.7222222222222222,0.6243607142857143,0.6696108058608059,0.5067104761904762,0.356105291005291,0.4356091575091575,0.14939523809523808,0.0,0.6273333333333334,0.5108,0.7356709999668836,0.8430476387295384,-0.9891261700141276
Wine,15,Random Forest,2.0,36,13,0.6388888888888888,0.6211751322751323,0.6483465838509316,0.5731025641025641,0.3494911375661376,0.3944180124223603,0.2700051282051283,0.0,0.6208888888888889,0.5624615384615385,0.7532024705508952,0.8228616759039604,-0.9799157360188514
Wine,15,Gradient Boosting,0.0,36,1,0.9722222222222222,0.9594461563032305,0.9586518156965725,0.9872480775362553,5.456704696414123,5.479103604215221,4.672742923375697,1.0,,,,,
Wine,15,Gradient Boosting,0.25,36,3,0.9166666666666666,0.9526441277470483,0.9818742179829446,0.6311131351521879,5.514838445580587,5.9389463711610935,0.849651264195027,0.3333333333333333,,,,,
Wine,15,Gradient Boosting,0.5,36,6,0.8333333333333334,0.9345277512540194,0.9363900806955592,0.9252161040463204,4.542873852807896,4.719931146266654,3.657587385514111,0.8333333333333334,,,,,
Wine,15,Gradient Boosting,1.0,36,10,0.7222222222222222,0.9134411135747905,0.915832923652713,0.9072224073721917,3.5240830913904917,3.6276253019279725,3.254873343993041,0.8,,,,,
Wine,15,Gradient Boosting,1.5,36,12,0.6666666666666666,0.8817404767764311,0.9265506495366513,0.7921201312559908,3.51911261305111,4.222361225062027,2.112615389029276,0.25,,,,,
Wine,15,Gradient Boosting,2.0,36,15,0.5833333333333334,0.8682132727265479,0.8915853527397211,0.8354923607081054,3.1405375301069154,3.5329219211469027,2.5911993826509336,0.4666666666666667,,,,,
Wine,16,Logistic Regression,0.0,36,0,1.0,0.952592787577827,0.952592787577827,,4.99257257125276,4.99257257125276,,,,,,,
Wine,16,Logistic Regression,0.25,36,0,1.0,0.9672972982316161,0.9672972982316161,,5.101011821576844,5.101011821576844,,,,,,,
Wine,16,Logistic Regression,0.5,36,3,0.9166666666666666,0.9431491872837863,0.9725764410034791,0.6194493963671664,5.314007021298252,5.741773684593129,0.6085737250545921,0.0,,,,,
Wine,16,Logistic Regression,1.0,36,6,0.8333333333333334,0.908736640830848,0.9481847080166862,0.711496304901657,5.081827596173723,5.830407269051077,1.3389292317869543,0.0,,,,,
Wine,16,Logistic Regression,1.5,36,10,0.7222222222222222,0.9146164862918444,0.9493056217301823,0.824424734152166,4.573087022297873,5.403107382322328,2.4150340862342903,0.5,,,,,
Wine,16,Logistic Regression,2.0,36,10,0.7222222222222222,0.899314671564244,0.965289302600469,0.7277806308700596,5.519326402090324,6.886541057385979,1.964568298321621,0.3,,,,,
Wine,16,Random Forest,0.0,36,0,1.0,0.8475055555555557,0.8475055555555557,,0.722613492063492,0.722613492063492,,,0.8454444444444443,,0.386978911002958,,-0.9880365506714139
Wine,16,Random Forest,0.25,36,0,1.0,0.8522164021164019,0.8522164021164019,,0.7363349206349207,0.7363349206349207,,,0.8500000000000001,,0.39377368063057,,-0.9855875925152189
Wine,16,Random Forest,0.5,36,3,0.9166666666666666,0.7932838624338624,0.8053878787878788,0.6601396825396825,0.631989417989418,0.6575812409812409,0.350479365079365,0.0,0.7918888888888889,0.652,0.4940481405636549,0.655155730169486,-0.9826558419038587
Wine,16,Random Forest,1.0,36,7,0.8055555555555556,0.6904105820105819,0.7353284072249588,0.5043224489795918,0.4818666666666666,0.5469825944170772,0.21210068027210882,0.0,0.6957777777777778,0.5091428571428571,0.6596985788464467,0.9219977539066498,-0.9912250411097112
Wine,16,Random Forest,1.5,36,14,0.6111111111111112,0.5970462962962964,0.6356290043290044,0.5364163265306122,0.3103365079365079,0.3772515151515151,0.20518435374149663,0.0,0.5983333333333333,0.5388571428571429,0.7711713912181547,0.8078135844397858,-0.9801208211927636
Wine,16,Random Forest,2.0,36,15,0.5833333333333334,0.6429246031746031,0.6722439909297052,0.6018774603174603,0.3856772486772487,0.43838185941043084,0.31189079365079364,0.13333333333333333,0.6463333333333333,0.6039999999999999,0.7271851265035858,0.7592129268180539,-0.9772621536223484
Wine,16,Gradient Boosting,0.0,36,0,1.0,0.9666389565594654,0.9666389565594654,,5.319239024263263,5.319239024263263,,,,,,,
Wine,16,Gradient Boosting,0.25,36,0,1.0,0.9839805662712665,0.9839805662712665,,5.6131919170486135,5.6131919170486135,,,,,,,
Wine,16,Gradient Boosting,0.5,36,3,0.9166666666666666,0.9466168664819303,0.9490251128122158,0.9201261568487912,4.424440303240548,4.5884177075577774,2.6206888557510273,0.6666666666666666,,,,,
Wine,16,Gradient Boosting,1.0,36,9,0.75,0.9030602130759566,0.9366354188086184,0.8023345958779711,3.7719375055580326,4.376627520657303,1.9578674602602173,0.3333333333333333,,,,,
Wine,16,Gradient Boosting,1.5,36,14,0.6111111111111112,0.8527810922888346,0.9047233415116043,0.7711575577959106,2.733199726698948,3.279736584408697,1.8743560931550576,0.2857142857142857,,,,,
Wine,16,Gradient Boosting,2.0,36,17,0.5277777777777778,0.871054528388471,0.8993500392302303,0.8394301339182695,3.2319462112801025,3.721107486492377,2.685236550748737,0.4117647058823529,,,,,
Wine,17,Logistic Regression,0.0,36,1,0.9722222222222222,0.9568272558810439,0.9666131983327213,0.6143192700723432,5.108304976289812,5.239921929169739,0.5017116254923668,0.0,,,,,
Wine,17,Logistic Regression,0.25,36,1,0.9722222222222222,0.9580443476749037,0.9640293865788339,0.7485679860373462,5.038765918435245,5.150747373407477,1.1194149944071055,0.0,,,,,
Wine,17,Logistic Regression,0.5,36,1,0.9722222222222222,0.9527535836960934,0.9625202108101035,0.6109216347057331,5.3111325463386105,5.449924838730501,0.4534023126224529,0.0,,,,,
Wine,17,Logistic Regression,1.0,36,3,0.9166666666666666,0.9162456171683702,0.9149798520835629,0.930169033101249,5.037704697497104,5.1718810514489775,3.561764804026492,0.6666666666666666,,,,,
Wine,17,Logistic Regression,1.5,36,7,0.8055555555555556,0.9250747202323658,0.9636963565658124,0.7650707982795161,4.906831629318587,5.573517285067211,2.1448481983600063,0.2857142857142857,,,,,
Wine,17,Logistic Regression,2.0,36,9,0.75,0.9361886864850322,0.9406221313914728,0.92288835176571,5.251954022402156,5.894456335329151,3.324447083621176,0.6666666666666666,,,,,
Wine,17,Random Forest,0.0,36,1,0.9722222222222222,0.8716992063492064,0.8762810884353741,0.7113333333333334,0.7795148148148148,0.7876609523809522,0.49440000000000006,0.0,0.8697777777777778,0.684,0.33568795027282095,0.7379633639775722,-0.992317505020574
Wine,17,Random Forest,0.25,36,1,0.9722222222222222,0.8157637566137566,0.8145572789115647,0.8579904761904762,0.6781661375661376,0.6758952380952382,0.757647619047619,0.0,0.8127777777777778,0.848,0.4349845704665842,0.4741965870670348,-0.9927562845955742
Wine,17,Random Forest,0.5,36,0,1.0,0.7906582010582011,0.7906582010582011,,0.631015343915344,0.631015343915344,,,0.7894444444444445,,0.4883106318152872,,-0.9917136481995851
Wine,17,Random Forest,1.0,36,8,0.7777777777777778,0.67899417989418,0.7087952380952381,0.5746904761904762,0.45964047619047615,0.511038775510204,0.2797464285714286,0.0,0.685,0.594,0.6488017995718462,0.790884195610813,-0.9827463986569804
Wine,17,Random Forest,1.5,36,10,0.7222222222222222,0.6096193121693121,0.6318032967032968,0.5519409523809524,0.34049232804232804,0.3749959706959707,0.2507828571428571,0.1,0.6107777777777778,0.5524,0.7576781555992304,0.824206178132641,-0.9793253268862513
Wine,17,Random Forest,2.0,36,16,0.5555555555555556,0.5647433862433862,0.6206252380952381,0.49489107142857136,0.2828465608465609,0.3838366666666667,0.1566089285714286,0.0,0.5645555555555556,0.49624999999999997,0.815262761197237,0.8809142676341974,-0.9821922910305173
